-0.2856186126,0.3699028633,0.2633852379,0.1097115492
0.0009283467,-0.0000000000,-0.1588152315,-0.1740184088
-0.3203523338,0.2917352224,0.1803739409,0.2233237359
-0.3628950143,0.4534256724,0.2451843214,0.2832859026
0.0057597771,0.0000000000,0.0000000000,0.0880839669
-0.2253903287,0.0000000000,0.2228844776,0.0000000000
-0.0645499479,0.0000000000,-0.0000000000,0.1873461698
-0.2541812857,0.1589605514,0.1849941928,0.0000000000
0.0160475684,-0.1893962045,-0.0320454846,-0.2504321718
-0.0000000000,0.0000000000,0.0216005260,0.1933095765
-0.2638444474,0.2984374293,0.1013749032,0.3963770580
0.0266322412,-0.0814480588,0.0000000000,0.0000000000
0.0128235851,-0.0000000000,0.0540155969,0.0706319098
0.0184679765,-0.2210712288,-0.2588091709,-0.3654337931
0.0823217149,-0.2243041172,-0.2749140654,-0.3406133304
-0.0651000438,0.0000000000,-0.0000000000,0.0000000000
0.0166583433,-0.1066149003,-0.0000000000,-0.1068130998
-0.1087617683,0.0000000000,-0.0000000000,0.0000000000
0.0000000000,0.0000000000,0.0000000000,0.0766358664
-0.0999404712,-0.0000000000,0.0000000000,-0.0000000000
-0.0318603937,0.0000000000,0.0000000000,-0.0000000000
-0.2276101515,0.1752405444,0.2532908628,0.1921362061
0.0000000000,-0.0000000000,-0.1021070518,-0.0000000000
0.0000000000,-0.1705842508,-0.1329081378,0.0000000000
-0.1764521630,0.1583223728,0.1496556448,0.0000000000
-0.3899331794,0.2997496271,0.4559493926,0.2864881805
-0.2340759552,0.1162737335,0.2349549286,0.3323613719
-0.3428997897,0.2549008756,0.4181031925,0.0792476442
-0.0000000000,-0.0076103794,0.0000000000,-0.0000000000
0.2243237182,-0.1794207262,-0.1372618639,-0.1411851166
0.0400058801,-0.1400362970,-0.0148068510,-0.0000000000
